Type,X,Y,OBJECTID,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
TAG,-93.284192,44.962228,2330,2019-02-14T00:00:00.000Z,2015 GRAND AVE S,44.962228,-93.284192,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.285562,44.948548,2331,2019-02-14T00:00:00.000Z,2943 HARRIET AVE S,44.948548,-93.285562,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.300108,45.003626,2332,2019-02-14T00:00:00.000Z,2411 IRVING AVE N,45.003626,-93.300108,5,Near North,Jordan,1,3,Westminster
TAG,-93.284199,44.935846,2333,2019-02-14T00:00:00.000Z,317 37TH ST W,44.935846,-93.284199,8,Southwest,King Field,5,3,Westminster
TAG,-93.284169,44.96212,2334,2019-02-14T00:00:00.000Z,2017 GRAND AVE S,44.96212,-93.284169,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.313381,44.991294,2335,2019-02-14T00:00:00.000Z,1235 THOMAS AVE N,44.991294,-93.313381,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.258894,44.999492,2336,2019-02-14T00:00:00.000Z,1127 6TH ST NE,44.999492,-93.258894,3,Northeast,Sheridan,2,3,Westminster
TAG,-93.222911,44.984907,2337,2019-02-14T00:00:00.000Z,843 21ST AVE SE,44.984907,-93.222911,2,University,Como,4,3,Westminster
TAG,-93.259155,44.950476,2338,2019-02-14T00:00:00.000Z,2837 11TH AVE S,44.950476,-93.259155,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.275421,44.964193,2339,2019-02-14T00:00:00.000Z,1821 STEVENS AVE S,44.964193,-93.275421,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TAG,-93.226623,44.989587,2340,2019-02-14T00:00:00.000Z,1805 TALMAGE AVE SE,44.989587,-93.226623,1,University,Como,4,3,Westminster
TAG,-93.285502,44.949909,2341,2019-02-14T00:00:00.000Z,2909 HARRIET AVE S,44.949909,-93.285502,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.28953,44.934798,2342,2019-02-14T00:00:00.000Z,3741 ALDRICH AVE S,44.934798,-93.28953,10,Southwest,East Harriet,5,3,Westminster
TAG,-93.28956,44.999678,2343,2019-02-14T00:00:00.000Z,2011 ALDRICH AVE N,44.999678,-93.28956,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.234879,44.906161,2344,2019-02-14T00:00:00.000Z,5329 26TH AVE S,44.906161,-93.234879,11,Nokomis,Keewaydin,6,1,Westminster
TAG,-93.293937,45.038669,2345,2019-02-14T00:00:00.000Z,4607 DUPONT AVE N,45.038669,-93.293937,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.229278,45.031983,2346,2019-02-14T00:00:00.000Z,3521 BENJAMIN ST NE,45.031983,-93.229278,1,Northeast,Waite Park,2,3,Westminster
TAG,-93.284171,44.961323,2347,2019-02-14T00:00:00.000Z,2119 GRAND AVE S,44.961323,-93.284171,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.289601,44.99956,2348,2019-02-14T00:00:00.000Z,2009 ALDRICH AVE N,44.99956,-93.289601,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.299562,45.00516,2349,2019-02-14T00:00:00.000Z,2521 IRVING AVE N,45.00516,-93.299562,5,Near North,Jordan,1,3,Westminster
TAG,-93.289582,44.999453,2350,2019-02-14T00:00:00.000Z,2005 ALDRICH AVE N,44.999453,-93.289582,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.275518,44.964069,2351,2019-02-14T00:00:00.000Z,1831 STEVENS AVE S,44.964069,-93.275518,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TAG,-93.299531,45.005314,2352,2019-02-14T00:00:00.000Z,2523 IRVING AVE N,45.005314,-93.299531,5,Near North,Jordan,1,3,Westminster
TAG,-93.280087,44.935955,2353,2019-02-14T00:00:00.000Z,103 37TH ST W,44.935955,-93.280087,8,Southwest,King Field,5,3,Westminster
TAG,-93.313617,44.985504,2354,2019-02-14T00:00:00.000Z,711 THOMAS AVE N,44.985504,-93.313617,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.289592,44.9995,2355,2019-02-14T00:00:00.000Z,2007 ALDRICH AVE N,44.9995,-93.289592,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.233426,44.982211,2356,2019-02-14T00:00:00.000Z,1423 6TH ST SE,44.982211,-93.233426,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.30328,44.98645,2357,2019-02-14T00:00:00.000Z,815 LOGAN AVE N,44.98645,-93.30328,5,Near North,Near - North,1,3,Westminster
TAG,-93.293938,45.043528,2358,2019-02-14T00:00:00.000Z,4851 DUPONT AVE S,45.043528,-93.293938,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.23347,44.982178,2359,2019-02-14T00:00:00.000Z,1421 6TH ST SE,44.982178,-93.23347,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.299469,45.005427,2360,2019-02-14T00:00:00.000Z,2527 IRVING AVE N,45.005427,-93.299469,5,Near North,Jordan,1,3,Westminster
TAG,-93.284174,44.960515,2361,2019-02-14T00:00:00.000Z,2209 GRAND AVE S,44.960515,-93.284174,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.215306,44.924362,2362,2019-02-14T00:00:00.000Z,4331 40TH AVE S,44.924362,-93.215306,12,Longfellow,Hiawatha,6,3,Westminster
TAG,-93.285667,44.940369,2363,2019-02-14T00:00:00.000Z,3429 HARRIET AVE S,44.940369,-93.285667,8,Powderhorn,Lyndale,5,3,Westminster
TAG,-93.266804,44.967083,2364,2019-02-14T00:00:00.000Z,623 16TH ST E,44.967083,-93.266804,6,Central,Elliot Park,3,3,Westminster
TAG,-93.303325,44.980594,2365,2019-02-14T00:00:00.000Z,315 LOGAN AVE N,44.980594,-93.303325,5,Near North,Harrison,3,3,Westminster
TAG,-93.313505,44.98529,2366,2019-02-14T00:00:00.000Z,701 THOMAS AVE N,44.98529,-93.313505,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.275283,44.963455,2367,2019-02-14T00:00:00.000Z,1913 STEVENS AVE S,44.963455,-93.275283,6,Central,Steven's Square - Loring Heights,3,3,Westminster
TAG,-93.233454,44.982236,2368,2019-02-14T00:00:00.000Z,1419 6TH ST SE,44.982236,-93.233454,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.303266,44.990516,2369,2019-02-14T00:00:00.000Z,1227 LOGAN AVE N,44.990516,-93.303266,5,Near North,Near - North,1,3,Westminster
TAG,-93.227572,44.989797,2370,2019-02-14T00:00:00.000Z,1712 TALMAGE AVE SE,44.989797,-93.227572,1,University,Como,4,3,Westminster
TAG,-93.257546,44.958504,2371,2019-02-14T00:00:00.000Z,2419 12TH AVE S,44.958504,-93.257546,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.294068,45.046829,2372,2019-02-14T00:00:00.000Z,5037 DUPONT AVE N,45.046829,-93.294068,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.284224,44.959475,2373,2019-02-14T00:00:00.000Z,2321 GRAND AVE S,44.959475,-93.284224,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.299428,45.005667,2374,2019-02-14T00:00:00.000Z,2535 IRVING AVE N,45.005667,-93.299428,5,Near North,Jordan,1,3,Westminster
TAG,-93.257502,44.958169,2375,2019-02-14T00:00:00.000Z,2429 12TH AVE S,44.958169,-93.257502,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.28566,44.940384,2376,2019-02-14T00:00:00.000Z,3429 HARRIET AVE S,44.940384,-93.28566,8,Powderhorn,Lyndale,5,3,Westminster
TAG,-93.29409,45.047478,2377,2019-02-14T00:00:00.000Z,5039 DUPONT AVE S,45.047478,-93.29409,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.266353,44.96721,2378,2019-02-14T00:00:00.000Z,623 16TH ST E,44.96721,-93.266353,6,Central,Elliot Park,3,3,Westminster
TAG,-93.313448,44.98511,2379,2019-02-14T00:00:00.000Z,619 THOMAS AVE N,44.98511,-93.313448,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.285697,44.954977,2380,2019-02-14T00:00:00.000Z,2611 HARRIET AVE S,44.954977,-93.285697,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.233467,44.982235,2381,2019-02-14T00:00:00.000Z,1415 6TH ST SE,44.982235,-93.233467,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.284211,44.957929,2382,2019-02-14T00:00:00.000Z,2441 GRAND AVE S,44.957929,-93.284211,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.293868,45.047506,2383,2019-02-14T00:00:00.000Z,5041 DUPONT AVE S,45.047506,-93.293868,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.303246,44.980656,2384,2019-02-14T00:00:00.000Z,321 LOGAN AVE N,44.980656,-93.303246,5,Near North,Harrison,3,3,Westminster
TAG,-93.23385,44.982215,2385,2019-02-14T00:00:00.000Z,1413 6TH ST SE,44.982215,-93.23385,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.257534,44.956777,2386,2019-02-14T00:00:00.000Z,2515 12TH AVE S,44.956777,-93.257534,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.257543,44.956532,2387,2019-02-14T00:00:00.000Z,2121 12TH AVE S,44.956532,-93.257543,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.294084,45.048901,2388,2019-02-14T00:00:00.000Z,5155 DUPONT AVE N,45.048901,-93.294084,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.234013,44.982358,2389,2019-02-14T00:00:00.000Z,1405 6TH ST SE,44.982358,-93.234013,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.22029,44.991026,2390,2019-02-14T00:00:00.000Z,1095 23RD AVE SE,44.991026,-93.22029,1,University,Como,4,3,Westminster
TAG,-93.285114,44.91776,2391,2019-02-14T00:00:00.000Z,411 47TH ST W,44.91776,-93.285114,11,Southwest,Tangletown,5,3,Westminster
TAG,-93.286817,44.955389,2392,2019-02-14T00:00:00.000Z,2601 GARFIELD AVE S,44.955389,-93.286817,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.299421,45.00691,2393,2019-02-14T00:00:00.000Z,2629 IRVING AVE N,45.00691,-93.299421,5,Near North,Jordan,1,3,Westminster
TAG,-93.290571,45.008008,2394,2019-02-14T00:00:00.000Z,2711 BRYANT AVE N,45.008008,-93.290571,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.258979,44.94948,2395,2019-02-14T00:00:00.000Z,2913 11TH AVE S,44.94948,-93.258979,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.285685,44.954945,2396,2019-02-14T00:00:00.000Z,2607 HARRIET AVE S,44.954945,-93.285685,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.257485,44.956028,2397,2019-02-14T00:00:00.000Z,2535 12TH AVE S,44.956028,-93.257485,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.258996,44.94959,2398,2019-02-14T00:00:00.000Z,2911 11TH AVE S,44.94959,-93.258996,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.23708,44.928078,2399,2019-02-14T00:00:00.000Z,4115 24TH AVE S,44.928078,-93.23708,12,Powderhorn,Standish,6,3,Westminster
TAG,-93.302009,44.987924,2400,2019-02-14T00:00:00.000Z,1019 KNOX AVE N,44.987924,-93.302009,5,Near North,Near - North,1,3,Westminster
TAG,-93.268824,44.963639,2401,2019-02-14T00:00:00.000Z,1903 5TH AVE S,44.963639,-93.268824,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.308812,45.012129,2402,2019-02-14T00:00:00.000Z,3357 VINCENT AVE N,45.012129,-93.308812,5,Near North,Jordan,1,3,Westminster
TAG,-93.290583,45.008103,2403,2019-02-14T00:00:00.000Z,2713 BRYANT AVE N,45.008103,-93.290583,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.312287,44.991289,2404,2019-02-14T00:00:00.000Z,1231 SHERIDAN AVE N,44.991289,-93.312287,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.299424,45.007317,2405,2019-02-14T00:00:00.000Z,2647 IRVING AVE N,45.007317,-93.299424,5,Near North,Jordan,1,3,Westminster
TAG,-93.239436,44.984625,2406,2019-02-14T00:00:00.000Z,1007 6TH ST SE,44.984625,-93.239436,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.220295,44.990084,2407,2019-02-14T00:00:00.000Z,1061 23RD AVE SE,44.990084,-93.220295,1,University,Como,4,3,Westminster
TAG,-93.295374,45.05047,2408,2019-02-14T00:00:00.000Z,5239 EMERSON AVE N,45.05047,-93.295374,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.258984,44.949189,2409,2019-02-14T00:00:00.000Z,2933 11TH AVE S,44.949189,-93.258984,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.285487,44.95632,2410,2019-02-14T00:00:00.000Z,2525 HARRIET AVE S,44.95632,-93.285487,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.285687,44.940111,2411,2019-02-14T00:00:00.000Z,3435 HARRIET AVE S,44.940111,-93.285687,8,Powderhorn,Lyndale,5,3,Westminster
TAG,-93.26238,44.967871,2412,2019-02-14T00:00:00.000Z,811 15TH ST E,44.967871,-93.26238,6,Central,Elliot Park,3,3,Westminster
TAG,-93.25759,44.95516,2413,2019-02-14T00:00:00.000Z,2617 12TH AVE S,44.95516,-93.25759,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.286767,44.955189,2414,2019-02-14T00:00:00.000Z,2609 GARFIELD AVE S,44.955189,-93.286767,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.277159,44.935942,2415,2019-02-14T00:00:00.000Z,17 37TH ST E,44.935942,-93.277159,8,Southwest,King Field,5,3,Westminster
TAG,-93.281413,44.931951,2416,2019-02-14T00:00:00.000Z,3905 PILLSBURY AVE,44.931951,-93.281413,8,Southwest,King Field,5,3,Westminster
TAG,-93.228231,44.989905,2417,2019-02-14T00:00:00.000Z,1067 17TH AVE SE,44.989905,-93.228231,1,University,Como,4,3,Westminster
TAG,-93.286807,44.95508,2418,2019-02-14T00:00:00.000Z,2611 GARFIELD AVE S,44.95508,-93.286807,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.239916,44.984801,2419,2019-02-14T00:00:00.000Z,907 6TH ST SE,44.984801,-93.239916,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.285663,44.940225,2420,2019-02-14T00:00:00.000Z,3441 HARRIET AVE S,44.940225,-93.285663,8,Powderhorn,Lyndale,5,3,Westminster
TAG,-93.290556,45.010346,2421,2019-02-14T00:00:00.000Z,2927 BRYANT AVE N,45.010346,-93.290556,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.299393,45.008355,2422,2019-02-14T00:00:00.000Z,2715 IRVING AVE N,45.008355,-93.299393,5,Near North,Jordan,1,3,Westminster
TAG,-93.239958,44.901151,2423,2019-02-14T00:00:00.000Z,5611 STANDISH AVE S,44.901151,-93.239958,11,Nokomis,Wenonah,6,1,Westminster
TAG,-93.295314,45.043464,2424,2019-02-14T00:00:00.000Z,4845 EMERSON AVE N,45.043464,-93.295314,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.25759,44.954888,2425,2019-02-14T00:00:00.000Z,2621 12TH AVE S,44.954888,-93.25759,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.278187,44.932356,2426,2019-02-14T00:00:00.000Z,21 39TH ST W,44.932356,-93.278187,8,Southwest,King Field,5,3,Westminster
TAG,-93.295366,45.043328,2427,2019-02-14T00:00:00.000Z,4831 EMERSON AVE N,45.043328,-93.295366,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.312091,44.99416,2428,2019-02-14T00:00:00.000Z,1419 SHERIDAN AVE N,44.99416,-93.312091,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.290592,45.010436,2429,2019-02-14T00:00:00.000Z,2933 BRYANT AVE N,45.010436,-93.290592,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.29059,45.010353,2430,2019-02-14T00:00:00.000Z,2929 BRYANT AVE N,45.010353,-93.29059,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.306314,44.979922,2431,2019-02-14T00:00:00.000Z,303 NEWTON AVE N,44.979922,-93.306314,5,Near North,Harrison,3,3,Westminster
TAG,-93.267318,44.963993,2432,2019-02-14T00:00:00.000Z,603 19TH ST E,44.963993,-93.267318,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.239338,44.985757,2433,2019-02-14T00:00:00.000Z,917 7TH ST SE,44.985757,-93.239338,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.258902,44.948805,2434,2019-02-14T00:00:00.000Z,2945 11TH AVE S,44.948805,-93.258902,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.286766,44.954926,2435,2019-02-14T00:00:00.000Z,2619 GARFIELD AVE S,44.954926,-93.286766,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.28552,44.958776,2436,2019-02-14T00:00:00.000Z,2405 HARRIET AVE S,44.958776,-93.28552,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.281469,44.933719,2437,2019-02-14T00:00:00.000Z,3815 PILLSBURY AVE,44.933719,-93.281469,8,Southwest,King Field,5,3,Westminster
TAG,-93.267365,44.963974,2438,2019-02-14T00:00:00.000Z,607 19TH ST E,44.963974,-93.267365,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.285701,44.936801,2439,2019-02-14T00:00:00.000Z,3637 HARRIET AVE S,44.936801,-93.285701,8,Southwest,King Field,5,3,Westminster
TAG,-93.295407,45.041672,2440,2019-02-14T00:00:00.000Z,4741 EMERSON AVE N,45.041672,-93.295407,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.286775,44.954786,2441,2019-02-14T00:00:00.000Z,2621 GARFIELD AVE S,44.954786,-93.286775,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.305781,44.988284,2442,2019-02-14T00:00:00.000Z,1011 NEWTON AVE N,44.988284,-93.305781,5,Near North,Near - North,1,3,Westminster
TAG,-93.229627,44.917298,2443,2019-02-14T00:00:00.000Z,4733 30TH AVE S,44.917298,-93.229627,12,Nokomis,Ericsson,6,3,Westminster
TAG,-93.237997,45.01142,2444,2019-02-14T00:00:00.000Z,1503 23RD AVE NE,45.01142,-93.237997,1,Northeast,Windom Park,2,3,Westminster
TAG,-93.290594,45.010709,2445,2019-02-14T00:00:00.000Z,2939 BRYANT AVE N,45.010709,-93.290594,5,Near North,Hawthorne,1,3,Westminster
TAG,-93.307218,44.983504,2446,2019-02-14T00:00:00.000Z,541 OLIVER AVE N,44.983504,-93.307218,5,Near North,Harrison,3,3,Westminster
TAG,-93.238497,44.985536,2447,2019-02-14T00:00:00.000Z,1005 7TH ST SE,44.985536,-93.238497,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.257573,44.94976,2448,2019-02-14T00:00:00.000Z,2917 12TH AVE S,44.94976,-93.257573,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.295312,45.041596,2449,2019-02-14T00:00:00.000Z,4739 EMERSON AVE N,45.041596,-93.295312,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.305796,44.988473,2450,2019-02-14T00:00:00.000Z,1017 NEWTON AVE N,44.988473,-93.305796,5,Near North,Near - North,1,3,Westminster
TAG,-93.216616,44.937237,2451,2019-02-14T00:00:00.000Z,3619 40TH AVE S,44.937237,-93.216616,12,Longfellow,Howe,6,3,Westminster
TAG,-93.257565,44.949285,2452,2019-02-14T00:00:00.000Z,2931 12TH AVE S,44.949285,-93.257565,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.281405,44.93725,2453,2019-02-14T00:00:00.000Z,3611 PILLSBURY AVE,44.93725,-93.281405,8,Southwest,King Field,5,3,Westminster
TAG,-93.30578,44.988941,2454,2019-02-14T00:00:00.000Z,1103 NEWTON AVE N,44.988941,-93.30578,5,Near North,Near - North,1,3,Westminster
TAG,-93.308812,45.012129,2455,2019-02-14T00:00:00.000Z,3115 WASHBURN AVE N,45.012129,-93.308812,5,Near North,Jordan,1,3,Westminster
TAG,-93.257569,44.949129,2456,2019-02-14T00:00:00.000Z,2935 12TH AVE S,44.949129,-93.257569,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.238338,44.985251,2457,2019-02-14T00:00:00.000Z,1015 7TH ST SE,44.985251,-93.238338,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.299388,45.015534,2458,2019-02-14T00:00:00.000Z,3319 IRVING AVE N,45.015534,-93.299388,4,Camden,Folwell,1,3,Westminster
TAG,-93.258642,44.963844,2459,2019-02-14T00:00:00.000Z,1019 19TH ST E,44.963844,-93.258642,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.285764,44.925085,2460,2019-02-14T00:00:00.000Z,4255 HARRIET AVE S,44.925085,-93.285764,8,Southwest,King Field,5,3,Westminster
TAG,-93.260875,44.96799,2461,2019-02-14T00:00:00.000Z,901 15TH ST E,44.96799,-93.260875,6,Central,Elliot Park,3,3,Westminster
TAG,-93.221936,44.930542,2462,2019-02-14T00:00:00.000Z,3415 40TH ST E,44.930542,-93.221936,12,Longfellow,Hiawatha,6,3,Westminster
TAG,-93.220318,44.986742,2463,2019-02-14T00:00:00.000Z,899 23RD AVE SE,44.986742,-93.220318,2,University,Como,4,3,Westminster
TAG,-93.266263,44.956271,2464,2019-02-14T00:00:00.000Z,2515 OAKLAND AVE S,44.956271,-93.266263,6,Phillips,Phillips West,3,3,Westminster
TAG,-93.257554,44.949003,2465,2019-02-14T00:00:00.000Z,2939 12TH AVE S,44.949003,-93.257554,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.296594,45.040695,2466,2019-02-14T00:00:00.000Z,4713 FREMONT AVE N,45.040695,-93.296594,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.299439,45.015648,2467,2019-02-14T00:00:00.000Z,3323 IRVING AVE N,45.015648,-93.299439,4,Camden,Folwell,1,3,Westminster
TAG,-93.238096,44.985218,2468,2019-02-14T00:00:00.000Z,1017 7TH ST SE,44.985218,-93.238096,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.310842,44.982886,2469,2019-02-14T00:00:00.000Z,541 RUSSELL AVE N,44.982886,-93.310842,5,Near North,Harrison,3,3,Westminster
TAG,-93.284256,44.952882,2470,2019-02-14T00:00:00.000Z,2723 GRAND AVE S,44.952882,-93.284256,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.257607,44.948642,2471,2019-02-14T00:00:00.000Z,2945 12TH AVE S,44.948642,-93.257607,9,Phillips,Midtown Phillips,3,3,Westminster
TAG,-93.23793,44.985093,2472,2019-02-14T00:00:00.000Z,1019 7TH ST SE,44.985093,-93.23793,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.256258,44.964031,2473,2019-02-14T00:00:00.000Z,1315 19TH ST E,44.964031,-93.256258,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.259594,44.964026,2474,2019-02-14T00:00:00.000Z,1827 10TH AVE S,44.964026,-93.259594,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.284745,44.928484,2475,2019-02-14T00:00:00.000Z,411 41ST ST W,44.928484,-93.284745,8,Southwest,King Field,5,3,Westminster
TAG,-93.260627,44.967935,2476,2019-02-14T00:00:00.000Z,907 15TH ST E,44.967935,-93.260627,6,Central,Elliot Park,3,3,Westminster
TAG,-93.310725,45.000055,2477,2019-02-14T00:00:00.000Z,2015 RUSSELL AVE N,45.000055,-93.310725,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.296616,45.047043,2478,2019-02-14T00:00:00.000Z,5045 FREMONT AVE N,45.047043,-93.296616,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.222673,44.930534,2479,2019-02-14T00:00:00.000Z,3403 40TH ST E,44.930534,-93.222673,12,Longfellow,Hiawatha,6,3,Westminster
TAG,-93.311046,44.982743,2480,2019-02-14T00:00:00.000Z,503 RUSSELL AVE N,44.982743,-93.311046,5,Near North,Harrison,3,3,Westminster
TAG,-93.260397,44.967894,2481,2019-02-14T00:00:00.000Z,915 15TH ST E,44.967894,-93.260397,6,Central,Elliot Park,3,3,Westminster
TAG,-93.237956,44.985091,2482,2019-02-14T00:00:00.000Z,1021 7TH ST SE,44.985091,-93.237956,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.255288,44.963997,2483,2019-02-14T00:00:00.000Z,1403 19TH ST E,44.963997,-93.255288,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.238127,44.985213,2484,2019-02-14T00:00:00.000Z,1023 7TH ST SE,44.985213,-93.238127,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.310603,44.999931,2485,2019-02-14T00:00:00.000Z,2009 RUSSELL AVE N,44.999931,-93.310603,5,Near North,Willard - Hay,1,3,Westminster
TAG,-93.261305,44.943068,2486,2019-02-14T00:00:00.000Z,3303 ELLIOT AVE,44.943068,-93.261305,9,Powderhorn,Powderhorn Park,6,3,Westminster
TAG,-93.284255,44.951121,2487,2019-02-14T00:00:00.000Z,2823 GRAND AVE S,44.951121,-93.284255,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.261338,44.942307,2488,2019-02-14T00:00:00.000Z,3357 ELLIOT AVE,44.942307,-93.261338,9,Powderhorn,Powderhorn Park,6,3,Westminster
TAG,-93.237392,44.985021,2489,2019-02-14T00:00:00.000Z,1025 7TH ST SE,44.985021,-93.237392,3,University,Marcy Holmes,4,3,Westminster
TAG,-93.217822,44.984986,2490,2019-02-14T00:00:00.000Z,841 25TH AVE SE,44.984986,-93.217822,2,University,Como,4,3,Westminster
TAG,-93.222741,44.930532,2491,2019-02-14T00:00:00.000Z,3401 40TH ST E,44.930532,-93.222741,12,Longfellow,Hiawatha,6,3,Westminster
TAG,-93.296528,45.048086,2492,2019-02-14T00:00:00.000Z,5117 FREMONT AVE N,45.048086,-93.296528,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.296623,45.04811,2493,2019-02-14T00:00:00.000Z,5113 FREMONT AVE N,45.04811,-93.296623,4,Camden,Lind - Bohanon,1,3,Westminster
TAG,-93.284259,44.950965,2494,2019-02-14T00:00:00.000Z,2829 GRAND AVE S,44.950965,-93.284259,10,Powderhorn,Whittier,3,3,Westminster
TAG,-93.25529,44.963997,2495,2019-02-14T00:00:00.000Z,1405 19TH ST E,44.963997,-93.25529,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.217805,44.984837,2496,2019-02-14T00:00:00.000Z,837 25TH AVE SE,44.984837,-93.217805,2,University,Como,4,3,Westminster
TAG,-93.261314,44.942289,2497,2019-02-14T00:00:00.000Z,3355 ELLIOT AVE,44.942289,-93.261314,9,Powderhorn,Powderhorn Park,6,3,Westminster
TAG,-93.261426,44.959288,2498,2019-02-14T00:00:00.000Z,2307 ELLIOT AVE S,44.959288,-93.261426,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.255065,44.963946,2499,2019-02-14T00:00:00.000Z,1425 19TH ST E,44.963946,-93.255065,6,Phillips,Ventura Village,3,3,Westminster
TAG,-93.31103,44.980849,2500,2019-02-14T00:00:00.000Z,307 RUSSELL AVE N,44.980849,-93.31103,5,Near North,Harrison,3,3,Westminster
TAG,-93.290572,45.01408,2501,2019-02-14T00:00:00.000Z,3227 BRYANT AVE N,45.01408,-93.290572,4,Camden,McKinley,1,3,Westminster
TAG,-93.257016,44.964922,2502,2019-02-14T00:00:00.000Z,1805 13TH AVE S,44.964922,-93.257016,6,Phillips,Ventura Village,3,3,Westminster
