X,Y,Objectid,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,join_OBJECTID,join_OFT_1,join_STREET_O_N,join_STREET_F_N,join_STREET_T_N,join_NETWORK,join_BRANCH,join_SECTION,join_PAVEMENT,join_BASE,join_CONST_YR,join_RENOVATION,join_SEALCOAT_Y,join_SEALCOAT_C,join_OVERLAY_YR,join_PCI,join_PCI_BRANCH,join_LENGTH,join_COMMENTS_1,join_COMMENTS_2,join_INSPECTION,join_REFNO_ALL,distance
-93.280901,44.915969,"3031",2019-02-13T00:00:00.000Z,132 48TH ST W,44.915969,-93.280901,"11",Southwest,Tangletown,"5","2",Westminster,"8507","048926143319",48TH ST W,PILLSBURY AVE,WENTWORTH AVE,RES,"2604","12",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2008",,"86","333",,,2012-11-05T00:00:00.000Z,"5531",2.68007423065105e-05
-93.300394,44.952016,"3032",2019-02-13T00:00:00.000Z,2808 HUMBOLDT AVE S,44.952016,-93.300394,"7",Calhoun Isle,East Isles,"3","2",Westminster,"11814","182302892307",HUMBOLDT AVE S,28TH ST W,THE MALL,RES,"2783","3",ASPHALT7,CRUSH.CONC,"1989",,"2001","2",,,"73","917",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"8965",0.000122121861419716
-93.229518,44.98807,"3033",2019-02-13T00:00:00.000Z,1008 16TH AVE SE,44.98807,-93.229518,"1",University,Como,"4","2",Westminster,"7423","016313453003",16TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","5",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","617",,,2013-06-14T00:00:00.000Z,"1640",2.92854268387518e-05
-93.229503,44.988161,"3034",2019-02-13T00:00:00.000Z,1010 16TH AVE SE,44.988161,-93.229503,"1",University,Como,"4","2",Westminster,"7423","016313453003",16TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","5",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","617",,,2013-06-14T00:00:00.000Z,"1640",1.39740689500698e-05
-93.261389,44.944543,"3035",2019-02-13T00:00:00.000Z,3208 ELLIOT AVE,44.944543,-93.261389,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"10803","150803340324",ELLIOT AVE,33RD ST E,32ND ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","569",,,2013-08-26T00:00:00.000Z,"8001",3.60885656609478e-05
-93.291938,44.94775,"3036",2019-02-13T00:00:00.000Z,3012 COLFAX AVE S,44.94775,-93.291938,"10",Calhoun Isle,CARAG,"5","2",Westminster,"8087","133803192204",COLFAX AVE S,31ST ST W,LAKE ST W,RES,"2768","3",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","643",,,2012-11-19T00:00:00.000Z,"7454",1.38988906253429e-05
-93.303295,45.030092,"3037",2019-02-13T00:00:00.000Z,3646 SHERIDAN AVE N,45.030092,-93.303295,"4",Camden,Webber - Camden,"1","2",Westminster,"8342","042023302002",42ND AVE N,MORGAN AVE N,JAMES AVE N,MSA,"262","4",ASPH/CONC,S.GRAN.MAT.,"1963",,"1995","2",,"64",,"986",Pavement Exception: NEW PVMT ON THE S 1/2 IN 2005 FROM PENN - NEWTON (SEWER PROJ),,2009-10-16T00:00:00.000Z,"4750",0.00118502472366904
-93.301513,44.979021,"3038",2019-02-13T00:00:00.000Z,1604 2ND AVE N,44.979021,-93.301513,"5",Near North,Harrison,"3","2",Westminster,"11055","002017131312",2ND AVE N,GRAMERCY AVE N,NORTH CEDAR LAKE RD,RES,"2947","12",ASPHALT7,CEM.ST.SOIL,"1963","2001","2012","2",,,"76","349",,,2014-08-20T00:00:00.000Z,"96",7.36146528257798e-05
-93.249904,44.940596,"3039",2019-02-13T00:00:00.000Z,3428 17TH AVE S,44.940596,-93.249904,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"676","017203540344",17TH AVE S,35TH ST E,34TH ST E,RES,"2729","3",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","658",,,2013-07-08T00:00:00.000Z,"1703",3.80401146213876e-06
-93.281291,44.961517,"3040",2019-02-13T00:00:00.000Z,2112 PILLSBURY AVE,44.961517,-93.281291,"10",Powderhorn,Whittier,"3","2",Westminster,"3616","261402291613",PILLSBURY AVE,22ND ST W,FRANKLIN AVE W,RES,"2706","2",ASPHALT7,CRUSH.CONC,"1985",,"2004","3",,,"71","653",,,2011-06-24T00:00:00.000Z,"10746",3.43544607346485e-05
-93.261393,44.944383,"3041",2019-02-13T00:00:00.000Z,3210 ELLIOT AVE,44.944383,-93.261393,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"10803","150803340324",ELLIOT AVE,33RD ST E,32ND ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","569",,,2013-08-26T00:00:00.000Z,"8001",4.22203597480689e-05
-93.278101,44.932442,"3042",2019-02-13T00:00:00.000Z,2 39TH ST E,44.932442,-93.278101,"8",Southwest,King Field,"5","2",Westminster,"10721","039932052405",39TH ST W,VAN NEST AVE,NICOLLET AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","239",,,2012-09-25T00:00:00.000Z,"4475",0.000138395103947356
-93.283017,44.960539,"3043",2019-02-13T00:00:00.000Z,2210 PLEASANT AVE,44.960539,-93.283017,"10",Powderhorn,Whittier,"3","2",Westminster,"3274","261502490229",PLEASANT AVE,24TH ST W,22ND ST W,RES,"2706","1",ASPHALT7,CRUSH.CONC,"1985",,"2004","3",,,"71","652",,,2011-06-24T00:00:00.000Z,"10789",9.27605760632881e-05
-93.313467,44.998989,"3044",2019-02-13T00:00:00.000Z,1906 THOMAS AVE N,44.998989,-93.313467,"5",Near North,Willard - Hay,"1","2",Westminster,"6168","300717120210",THOMAS AVE N,GOLDEN VALLEY RD,21ST AVE N,RES,"2668","5",ASPHALT7m,S.GRAN.MAT.,"1977",,"1996","3",,,"54","658",,,2013-06-13T00:00:00.000Z,"11577",0.000130656152401053
-93.255926,44.967727,"3045",2019-02-13T00:00:00.000Z,818 13TH AVE S,44.967727,-93.255926,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",3.13764790679449e-06
-93.301481,44.978971,"3046",2019-02-13T00:00:00.000Z,1602 2ND AVE N,44.978971,-93.301481,"5",Near North,Harrison,"3","2",Westminster,"11055","002017131312",2ND AVE N,GRAMERCY AVE N,NORTH CEDAR LAKE RD,RES,"2947","12",ASPHALT7,CEM.ST.SOIL,"1963","2001","2012","2",,,"76","349",,,2014-08-20T00:00:00.000Z,"96",4.58345695259047e-05
-93.303295,45.030092,"3047",2019-02-13T00:00:00.000Z,3650 SHERIDAN AVE N,45.030092,-93.303295,"4",Camden,Webber - Camden,"1","2",Westminster,"8342","042023302002",42ND AVE N,MORGAN AVE N,JAMES AVE N,MSA,"262","4",ASPH/CONC,S.GRAN.MAT.,"1963",,"1995","2",,"64",,"986",Pavement Exception: NEW PVMT ON THE S 1/2 IN 2005 FROM PENN - NEWTON (SEWER PROJ),,2009-10-16T00:00:00.000Z,"4750",0.00118502472366904
-93.291895,44.947805,"3048",2019-02-13T00:00:00.000Z,3008 COLFAX AVE S,44.947805,-93.291895,"10",Calhoun Isle,CARAG,"5","2",Westminster,"8087","133803192204",COLFAX AVE S,31ST ST W,LAKE ST W,RES,"2768","3",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","643",,,2012-11-19T00:00:00.000Z,"7454",2.85626806838577e-05
-93.227224,44.989821,"3049",2019-02-13T00:00:00.000Z,1715 TALMAGE AVE SE,44.989821,-93.227224,"1",University,Como,"4","2",Westminster,"4863","300301730183",TALMAGE AVE SE,17TH AVE SE,18TH AVE SE,RES,"2984","15",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","271",,,2013-06-14T00:00:00.000Z,"11507",0.000182854246485101
-93.255863,44.967807,"3050",2019-02-13T00:00:00.000Z,816 13TH AVE S,44.967807,-93.255863,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",4.24511884378078e-07
-93.239292,44.983303,"3051",2019-02-13T00:00:00.000Z,514 11TH AVE SE,44.983303,-93.239292,"3",University,Marcy Holmes,"4","2",Westminster,"276","005801030113",5TH ST SE,10TH AVE SE,11TH AVE SE,RES,"2986","7",ASPHALT7m,S.GRAN.MAT.,"1976","2003","2004","1",,,"70","412",,,2014-07-29T00:00:00.000Z,"705",9.77789345361818e-05
-93.300809,44.949443,"3052",2019-02-13T00:00:00.000Z,2882 HUMBOLDT AVE S,44.949443,-93.300809,"7",Calhoun Isle,East Isles,"3","2",Westminster,"8060","182322012307",HUMBOLDT AVE S,LAGOON AVE,THE MALL,RES,"2783","3",ASPHALT7,CRUSH.CONC,"1989",,"2001","2",,,"73","226",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"8964",1.00805477950065e-05
-93.291369,44.990185,"3053",2019-02-13T00:00:00.000Z,1124 BRYANT AVE N,44.990185,-93.291369,"5",Near North,Near - North,"1","2",Westminster,"8249","007501103213",7TH ST N,11TH AVE N,VAN WHITE MEMORIAL BLVD,MSA,"221","9",ASPHALT9,S.GRAN.MAT.,"2010",,,,,"90",,"780","Pavement Exception: ALDRICH TO +/-280' W OF VAN WHITE WAS NOT RECONST IN 2010, IT WAS O.L.",,2013-09-11T00:00:00.000Z,"856",0.000232733345751371
-93.266492,44.967216,"3054",2019-02-13T00:00:00.000Z,622 16TH ST E,44.967216,-93.266492,"6",Central,Elliot Park,"3","2",Westminster,"581","016426182603",16TH ST E,PORTLAND AVE,PARK AVE,RES,"2910","28",ASPHALT7,CRUSH.CONC,"2000",,"2001","1",,,"76","662",,,2013-08-20T00:00:00.000Z,"1647",5.12463364603694e-05
-93.224868,44.93308,"3055",2019-02-13T00:00:00.000Z,3838 SNELLING AVE S,44.93308,-93.224868,"12",Longfellow,Howe,"6","2",Westminster,"3233","291703940384",SNELLING AVE,39TH ST E,38TH ST E,MSA,"318","1",ASPHALT9,CRUSH.CONC,"1979",,"2012","4",,"87",,"739",,,2013-10-28T00:00:00.000Z,"11267",1.32954541165908e-05
-93.261348,44.944352,"3056",2019-02-13T00:00:00.000Z,3212 ELLIOT AVE,44.944352,-93.261348,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"10803","150803340324",ELLIOT AVE,33RD ST E,32ND ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","569",,,2013-08-26T00:00:00.000Z,"8001",2.36254059457554e-06
-93.229476,44.988297,"3057",2019-02-13T00:00:00.000Z,1012 16TH AVE SE,44.988297,-93.229476,"1",University,Como,"4","2",Westminster,"7423","016313453003",16TH AVE SE,COMO AVE SE,TALMAGE AVE SE,RES,"2984","5",ASPHALT7m,S.GRAN.MAT.,"1973","2004","2005","1",,,"85","617",,,2013-06-14T00:00:00.000Z,"1640",1.34912302690484e-05
-93.250034,44.941986,"3058",2019-02-13T00:00:00.000Z,3330 17TH AVE S,44.941986,-93.250034,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"11045","017203440334",17TH AVE S,34TH ST E,33RD ST E,RES,"2729","3",ASPHALT7m,S.GRAN.MAT.,"1977",,"1998","3",,,"73","576",,,2013-07-08T00:00:00.000Z,"1704",0.000116841507329221
-93.263577,44.928788,"3059",2019-02-13T00:00:00.000Z,734 41ST ST E,44.928788,-93.263577,"8",Powderhorn,Bryant,"5","2",Westminster,"5347","041413441326",41ST ST E,COLUMBUS AVE,CHICAGO AVE,RES,"2631","16",ASPHALT7m,CLASS 3,"1971",,"2009","4",,,"70","327",,,2013-07-15T00:00:00.000Z,"4671",4.44202078963024e-05
-93.225093,44.933333,"3060",2019-02-13T00:00:00.000Z,3828 SNELLING AVE S,44.933333,-93.225093,"12",Longfellow,Howe,"6","2",Westminster,"3233","291703940384",SNELLING AVE,39TH ST E,38TH ST E,MSA,"318","1",ASPHALT9,CRUSH.CONC,"1979",,"2012","4",,"87",,"739",,,2013-10-28T00:00:00.000Z,"11267",1.96838249531296e-05
-93.279548,44.932263,"3061",2019-02-13T00:00:00.000Z,26 39TH ST W,44.932263,-93.279548,"8",Southwest,King Field,"5","2",Westminster,"9803","039912133205",39TH ST W,BLAISDELL AVE,VAN NEST AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","240",,,2012-09-25T00:00:00.000Z,"4474",3.45644106194131e-05
-93.255845,44.967933,"3062",2019-02-13T00:00:00.000Z,814 13TH AVE S,44.967933,-93.255845,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",6.80512146242782e-05
-93.285623,44.916071,"3063",2019-02-13T00:00:00.000Z,420 48TH ST W,44.916071,-93.285623,"11",Southwest,Tangletown,"5","2",Westminster,"6128","180404890479",HARRIET AVE,48TH ST W,47TH ST W,RES,"2604","2",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2008",,"86","661",,,2012-11-05T00:00:00.000Z,"8710",9.63205018685064e-05
-93.263163,44.928777,"3064",2019-02-13T00:00:00.000Z,742 41ST ST E,44.928777,-93.263163,"8",Powderhorn,Bryant,"5","2",Westminster,"5347","041413441326",41ST ST E,COLUMBUS AVE,CHICAGO AVE,RES,"2631","16",ASPHALT7m,CLASS 3,"1971",,"2009","4",,,"70","327",,,2013-07-15T00:00:00.000Z,"4671",3.33110294707877e-05
-93.261134,44.961099,"3065",2019-02-13T00:00:00.000Z,2116 ELLIOT AVE S,44.961099,-93.261134,"6",Phillips,Ventura Village,"3","2",Westminster,"2455","150802240214",ELLIOT AVE,22ND ST E,21ST ST E,LOCAL,ELLOT,"4",ASPH/CONC,UNKNOWN,"1930",,,,"2011","100",,"327",,,2011-11-01T00:00:00.000Z,"8007",3.57199161370822e-05
-93.261372,44.94342,"3066",2019-02-13T00:00:00.000Z,3252 ELLIOT AVE,44.94342,-93.261372,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"10803","150803340324",ELLIOT AVE,33RD ST E,32ND ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","569",,,2013-08-26T00:00:00.000Z,"8001",3.40550977791783e-05
-93.221703,44.902193,"3067",2019-02-13T00:00:00.000Z,5544 35TH AVE S,44.902193,-93.221703,"12",Nokomis,Morris Park,"6","2",Westminster,"7329","035205640554",35TH AVE S,56TH ST E,55TH ST E,RES,"2785","1",ASPHALT7,CRUSH.CONC,"1992",,"1993","1",,,"77","664",,,2013-10-01T00:00:00.000Z,"3816",5.30637534178613e-05
-93.25573,44.968075,"3068",2019-02-13T00:00:00.000Z,810 13TH AVE S,44.968075,-93.25573,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",7.19498961278771e-05
-93.238366,44.98393,"3069",2019-02-13T00:00:00.000Z,526 11TH AVE SE,44.98393,-93.238366,"3",University,Marcy Holmes,"4","2",Westminster,"7527","011300580068",11TH AVE SE,5TH ST SE,6TH ST SE,RES,"2986","2",ASPHALT7m,S.GRAN.MAT.,"1976","2003","2004","1",,,"70","406",,,2014-07-28T00:00:00.000Z,"1175",0.000122499615014428
-93.255774,44.968002,"3070",2019-02-13T00:00:00.000Z,812 13TH AVE S,44.968002,-93.255774,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",5.8401550767733e-05
-93.289409,44.948009,"3071",2019-02-13T00:00:00.000Z,3008 ALDRICH AVE S,44.948009,-93.289409,"10",Calhoun Isle,CARAG,"5","2",Westminster,"3135","110403192204",ALDRICH AVE S,31ST ST W,LAKE ST W,RES,"2768","4",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","641",,,2012-11-19T00:00:00.000Z,"6671",3.51250458812929e-05
-93.279524,44.932255,"3072",2019-02-13T00:00:00.000Z,24 39TH ST W,44.932255,-93.279524,"8",Southwest,King Field,"5","2",Westminster,"9803","039912133205",39TH ST W,BLAISDELL AVE,VAN NEST AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","240",,,2012-09-25T00:00:00.000Z,"4474",4.26037392795976e-05
-93.263856,44.923758,"3073",2019-02-13T00:00:00.000Z,4352 COLUMBUS AVE S,44.923758,-93.263856,"8",Nokomis,Regina,"5","2",Westminster,"2257","134404440434",COLUMBUS AVE,44TH ST E,43RD ST E,RES,"2941",5A,ASPHALT7,CEM.ST.SOIL,"1967","2003","2012","2",,,"81","660",,,2014-06-12T00:00:00.000Z,"7491",4.25817609078036e-05
-93.25569,44.96812,"3074",2019-02-13T00:00:00.000Z,808 13TH AVE S,44.96812,-93.25569,"6",Central,Elliot Park,"3","2",Westminster,"4769","013200970087",13TH AVE S,9TH ST S,8TH ST S,RES,"2874","2",ASPHALT9,CRUSH.CONC,"1997",,"1998","1",,,"86","410",,,2013-06-20T00:00:00.000Z,"1340",7.04700853248045e-05
-93.280692,44.93224,"3075",2019-02-13T00:00:00.000Z,120 39TH ST W,44.93224,-93.280692,"8",Southwest,King Field,"5","2",Westminster,"9773","039926141213",39TH ST W,PILLSBURY AVE,BLAISDELL AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","430",,,2012-09-25T00:00:00.000Z,"4473",5.23209105786115e-05
-93.298088,45.006935,"3076",2019-02-13T00:00:00.000Z,2630 HUMBOLDT AVE N,45.006935,-93.298088,"5",Near North,Jordan,"1","2",Westminster,"7918","182202600270",HUMBOLDT AVE N,26TH AVE N,27TH AVE N,RES,"2605","8",ASPH/CONC,UNKNOWN,"1969",,,,,,"66","655",,,2013-05-27T00:00:00.000Z,"8920",1.32477519621327e-05
-93.303409,44.949143,"3077",2019-02-13T00:00:00.000Z,2902 JAMES AVE S,44.949143,-93.303409,"7",Calhoun Isle,East Isles,"3","2",Westminster,"7715","200322042201",JAMES AVE S,LAKE ST W,LAGOON AVE,RES,"2783","2",ASPHALT9,UNKNOWN,"1989",,"2001","2",,,"73","328",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"9167",4.79518475695932e-05
-93.27158,44.963466,"3078",2019-02-13T00:00:00.000Z,1918 CLINTON AVE S,44.963466,-93.27158,"6",Central,Steven's Square - Loring Heights,"3","2",Westminster,"7942","133416120194",CLINTON AVE,FRANKLIN AVE E,19TH ST E,RES,"2910","7",ASPH/CONC,UNKNOWN,"1967","2000","2001","1",,,"76","462",Sealcoat Exception: THE CUL-DE-SAC N OF 18TH ST WAS NOT PAVED WITH RES PROJ IN 2000.,,2013-08-20T00:00:00.000Z,"7392",9.48968129048468e-05
-93.282971,44.961837,"3079",2019-02-13T00:00:00.000Z,2100 PLEASANT AVE,44.961837,-93.282971,"10",Powderhorn,Whittier,"3","2",Westminster,"9539","261502291613",PLEASANT AVE,22ND ST W,FRANKLIN AVE W,RES,"2706","1",ASPHALT7,CRUSH.CONC,"1985",,"2004","3",,,"71","653",,,2011-06-24T00:00:00.000Z,"10790",5.36175747675678e-05
-93.303295,45.030092,"3080",2019-02-13T00:00:00.000Z,3810 SHERIDAN AVE N,45.030092,-93.303295,"4",Camden,Webber - Camden,"1","2",Westminster,"8342","042023302002",42ND AVE N,MORGAN AVE N,JAMES AVE N,MSA,"262","4",ASPH/CONC,S.GRAN.MAT.,"1963",,"1995","2",,"64",,"986",Pavement Exception: NEW PVMT ON THE S 1/2 IN 2005 FROM PENN - NEWTON (SEWER PROJ),,2009-10-16T00:00:00.000Z,"4750",0.00118502472366904
-93.312854,45.029545,"3081",2019-02-13T00:00:00.000Z,2612 41ST AVE N,45.029545,-93.312854,"4",Camden,Victory,"1","2",Westminster,"1400","041030072911",41ST AVE N,THOMAS AVE N,SHERIDAN AVE N,RES,"2610","11",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"82","329",,,2012-05-01T00:00:00.000Z,"4620",2.63348370236763e-05
-93.261368,44.942899,"3082",2019-02-13T00:00:00.000Z,3314 ELLIOT AVE,44.942899,-93.261368,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"2285","150803344334",ELLIOT AVE,33RD ST E,33 1/2 ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","369",,,2013-08-26T00:00:00.000Z,"8013",3.66250446782279e-05
-93.266236,44.967332,"3083",2019-02-13T00:00:00.000Z,618 16TH ST E,44.967332,-93.266236,"6",Central,Elliot Park,"3","2",Westminster,"581","016426182603",16TH ST E,PORTLAND AVE,PARK AVE,RES,"2910","28",ASPHALT7,CRUSH.CONC,"2000",,"2001","1",,,"76","662",,,2013-08-20T00:00:00.000Z,"1647",0.000167610697674857
-93.280998,44.932184,"3084",2019-02-13T00:00:00.000Z,124 39TH ST W,44.932184,-93.280998,"8",Southwest,King Field,"5","2",Westminster,"9773","039926141213",39TH ST W,PILLSBURY AVE,BLAISDELL AVE,RES,"2686","9",ASPHALT7m,CRUSH.CONC,"1978",,"1992","2",,,"63","430",,,2012-09-25T00:00:00.000Z,"4473",0.000106702149166111
-93.29102,45.001036,"3085",2019-02-13T00:00:00.000Z,2124 BRYANT AVE N,45.001036,-93.29102,"5",Near North,Hawthorne,"1","2",Westminster,"8395","122702100220",BRYANT AVE N,21ST AVE N,22ND AVE N,RES,"2740","3",ASPHALT7,CRUSH.CONC,"1991",,"2001","2",,,"64","457",,,2012-05-04T00:00:00.000Z,"6937",3.43494062928073e-05
-93.256696,45.006082,"3086",2019-02-13T00:00:00.000Z,1738 ADAMS ST NE,45.006082,-93.256696,"1",Northeast,Logan Park,"2","2",Westminster,"9095","110201713311",ADAMS ST NE,17TH AVE NE,WASHINGTON ST NE,RES,"2751","3",ASPHALT7,CRUSH.CONC,"1987",,"2000","3",,,"72","523",,,2014-07-30T00:00:00.000Z,"6594",3.46016343846904e-05
-93.237956,44.985393,"3087",2019-02-13T00:00:00.000Z,710 11TH AVE SE,44.985393,-93.237956,"3",University,Marcy Holmes,"4","2",Westminster,"345","007801030113",7TH ST SE,10TH AVE SE,11TH AVE SE,RES,"2986","9",ASPHALT7m,S.GRAN.MAT.,"1976","2003","2004","1",,,"70","412",,,2014-07-29T00:00:00.000Z,"894",0.000147221387014294
-93.225863,44.934478,"3088",2019-02-13T00:00:00.000Z,3754 SNELLING AVE S,44.934478,-93.225863,"12",Longfellow,Howe,"6","2",Westminster,"3259","291703840374",SNELLING AVE,38TH ST E,37TH ST E,MSA,"318","2",ASPHALT9,UNKNOWN,"1973",,"2012","5",,"85",,"739",Sealcoat Exception: ONLY 38TH - 34TH ST WAS S.C. IN 2012,,2013-10-28T00:00:00.000Z,"11268",3.16308544449847e-05
-93.225863,44.934478,"3089",2019-02-13T00:00:00.000Z,3756 SNELLING AVE S,44.934478,-93.225863,"12",Longfellow,Howe,"6","2",Westminster,"3259","291703840374",SNELLING AVE,38TH ST E,37TH ST E,MSA,"318","2",ASPHALT9,UNKNOWN,"1973",,"2012","5",,"85",,"739",Sealcoat Exception: ONLY 38TH - 34TH ST WAS S.C. IN 2012,,2013-10-28T00:00:00.000Z,"11268",3.16308544449847e-05
-93.30334,44.948965,"3090",2019-02-13T00:00:00.000Z,2928 JAMES AVE S,44.948965,-93.30334,"7",Calhoun Isle,East Isles,"3","2",Westminster,"7715","200322042201",JAMES AVE S,LAKE ST W,LAGOON AVE,RES,"2783","2",ASPHALT9,UNKNOWN,"1989",,"2001","2",,,"73","328",Pavement Exception: LAKE - LAGOON IS 9 TON ASPH PVMT,,2013-07-02T00:00:00.000Z,"9167",2.3741906287433e-05
-93.28943,44.947766,"3091",2019-02-13T00:00:00.000Z,3018 ALDRICH AVE S,44.947766,-93.28943,"10",Calhoun Isle,CARAG,"5","2",Westminster,"3135","110403192204",ALDRICH AVE S,31ST ST W,LAKE ST W,RES,"2768","4",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","641",,,2012-11-19T00:00:00.000Z,"6671",5.28505646155386e-05
-93.313341,44.998566,"3092",2019-02-13T00:00:00.000Z,1824 THOMAS AVE N,44.998566,-93.313341,"5",Near North,Willard - Hay,"1","2",Westminster,"5081","300717120170",THOMAS AVE N,GOLDEN VALLEY RD,17TH AVE N,RES,"2671","5",ASPHALT7m,S.GRAN.MAT.,"1976",,,,"2014",,"100","664",,,2014-11-01T00:00:00.000Z,"11567",3.64611017319588e-06
-93.282855,44.962041,"3093",2019-02-13T00:00:00.000Z,2016 PLEASANT AVE,44.962041,-93.282855,"10",Powderhorn,Whittier,"3","2",Westminster,"9539","261502291613",PLEASANT AVE,22ND ST W,FRANKLIN AVE W,RES,"2706","1",ASPHALT7,CRUSH.CONC,"1985",,"2004","3",,,"71","653",,,2011-06-24T00:00:00.000Z,"10790",6.15369191131942e-05
-93.289538,44.94759,"3094",2019-02-13T00:00:00.000Z,3024 ALDRICH AVE S,44.94759,-93.289538,"10",Calhoun Isle,CARAG,"5","2",Westminster,"3135","110403192204",ALDRICH AVE S,31ST ST W,LAKE ST W,RES,"2768","4",ASPHALT7,CRUSH.CONC,"1992",,"2009","2",,,"89","641",,,2012-11-19T00:00:00.000Z,"6671",0.000158470508781541
-93.261366,44.9428,"3095",2019-02-13T00:00:00.000Z,3316 ELLIOT AVE,44.9428,-93.261366,"9",Powderhorn,Powderhorn Park,"6","2",Westminster,"2285","150803344334",ELLIOT AVE,33RD ST E,33 1/2 ST E,RES,"2652",1A,ASPHALT7m,S.GRAN.MAT.,"1976",,"2006","3",,,"73","369",,,2013-08-26T00:00:00.000Z,"8013",3.58086454742642e-05
-93.271612,44.963623,"3096",2019-02-13T00:00:00.000Z,1908 CLINTON AVE S,44.963623,-93.271612,"6",Central,Steven's Square - Loring Heights,"3","2",Westminster,"7942","133416120194",CLINTON AVE,FRANKLIN AVE E,19TH ST E,RES,"2910","7",ASPH/CONC,UNKNOWN,"1967","2000","2001","1",,,"76","462",Sealcoat Exception: THE CUL-DE-SAC N OF 18TH ST WAS NOT PAVED WITH RES PROJ IN 2000.,,2013-08-20T00:00:00.000Z,"7392",0.000127264922690752
-93.298094,45.007071,"3097",2019-02-13T00:00:00.000Z,2632 HUMBOLDT AVE N,45.007071,-93.298094,"5",Near North,Jordan,"1","2",Westminster,"7918","182202600270",HUMBOLDT AVE N,26TH AVE N,27TH AVE N,RES,"2605","8",ASPH/CONC,UNKNOWN,"1969",,,,,,"66","655",,,2013-05-27T00:00:00.000Z,"8920",7.60919137034647e-06
